"","ID","fishing.effort.df","Solution","Category","geometry"
"9177",2705,2.07825339245537,"Outside","Escenario III: Comunidades",c(-92.9291038780027, 15.2769460166054)
"9178",2706,553.093764469623,"Outside","Escenario III: Comunidades",c(-92.9291038780023, 15.1769460110421)
"9179",2707,3082.76047222605,"Inside","Escenario III: Comunidades",c(-92.9291038780003, 15.0769460054003)
"9180",2708,838.10432389739,"Inside","Escenario III: Comunidades",c(-92.9291038780006, 14.976945999647)
"9181",2709,15.055415371882,"Inside","Escenario III: Comunidades",c(-92.9291038780007, 14.8769459938148)
"9182",2710,185.196190266103,"Outside","Escenario III: Comunidades",c(-92.8291038780019, 18.7769461478915)
"9183",2711,337.983967760141,"Outside","Escenario III: Comunidades",c(-92.8291038780034, 18.6769461459691)
"9184",2712,230.012102686917,"Outside","Escenario III: Comunidades",c(-92.8291038780039, 18.5769461439304)
"9185",2713,194.008299464125,"Outside","Escenario III: Comunidades",c(-92.8291038780018, 18.4769461417763)
"9186",2714,277.510682607299,"Outside","Escenario III: Comunidades",c(-92.8291038780006, 15.1769460110419)
"9187",2715,582.096982934127,"Outside","Escenario III: Comunidades",c(-92.8291038780019, 15.0769460053998)
"9188",2716,3342.73721742364,"Inside","Escenario III: Comunidades",c(-92.8291038780018, 14.9769459996479)
"9189",2717,787.123259699538,"Inside","Escenario III: Comunidades",c(-92.8291038780027, 14.8769459938149)
"9190",2718,85.0401718791279,"Inside","Escenario III: Comunidades",c(-92.829103878003, 14.776945987892)
"9191",2719,40.0117155783535,"Outside","Escenario III: Comunidades",c(-92.7291038779985, 18.7769461478942)
"9192",2720,60.0095513261772,"Outside","Escenario III: Comunidades",c(-92.7291038779989, 18.6769461459682)
"9193",2721,60.0065928518402,"Outside","Escenario III: Comunidades",c(-92.7291038779968, 18.5769461439299)
"9194",2722,211.999302046046,"Outside","Escenario III: Comunidades",c(-92.7291038779983, 18.4769461417763)
"9195",2723,NA,"Outside","Escenario III: Comunidades",c(-92.7291038779996, 15.1769460110438)
"9196",2724,9.022220941635,"Outside","Escenario III: Comunidades",c(-92.7291038780003, 15.0769460053997)
"9197",2725,1159.01569582527,"Outside","Escenario III: Comunidades",c(-92.7291038780002, 14.9769459996478)
"9198",2726,3154.78854304861,"Outside","Escenario III: Comunidades",c(-92.7291038779984, 14.8769459938141)
"9199",2727,996.093946648528,"Outside","Escenario III: Comunidades",c(-92.7291038779972, 14.7769459878919)
"9200",2728,121.053386248696,"Outside","Escenario III: Comunidades",c(-92.7291038779999, 14.6769459818702)
"9201",2729,39.0166745672322,"Inside","Escenario III: Comunidades",c(-92.6291038779982, 18.876946149704)
"9202",2730,84.9954272141622,"Outside","Escenario III: Comunidades",c(-92.6291038779997, 18.7769461478949)
"9203",2731,126.994820486356,"Outside","Escenario III: Comunidades",c(-92.6291038779995, 18.6769461459676)
"9204",2732,126.997401739333,"Outside","Escenario III: Comunidades",c(-92.629103878001, 18.5769461439299)
"9205",2733,NA,"Outside","Escenario III: Comunidades",c(-92.6291038780005, 18.4769461417772)
"9206",2734,7.04467187027183,"Outside","Escenario III: Comunidades",c(-92.6291038779988, 14.9769459996479)
"9207",2735,696.054059579604,"Outside","Escenario III: Comunidades",c(-92.6291038779985, 14.8769459938122)
"9208",2736,3042.7800919653,"Outside","Escenario III: Comunidades",c(-92.6291038779991, 14.7769459878933)
"9209",2737,1514.03744076747,"Outside","Escenario III: Comunidades",c(-92.629103877999, 14.6769459818712)
"9210",2738,92.087415118237,"Outside","Escenario III: Comunidades",c(-92.6291038779986, 14.5769459757632)
"9211",2739,314.980810944534,"Inside","Escenario III: Comunidades",c(-92.5291038780027, 18.8769461497053)
"9212",2740,154.007221794502,"Outside","Escenario III: Comunidades",c(-92.5291038780012, 18.7769461478937)
"9213",2741,153.998952839394,"Outside","Escenario III: Comunidades",c(-92.5291038780019, 18.6769461459693)
"9214",2742,351.513358119554,"Outside","Escenario III: Comunidades",c(-92.5291038780032, 14.8769459938144)
"9215",2743,331.105166018342,"Outside","Escenario III: Comunidades",c(-92.529103878004, 14.7769459878924)
"9216",2744,1562.92440952606,"Outside","Escenario III: Comunidades",c(-92.5291038780035, 14.6769459818715)
"9217",2745,1032.99518159513,"Outside","Escenario III: Comunidades",c(-92.5291038780037, 14.5769459757627)
"9218",2746,102.055845946428,"Outside","Escenario III: Comunidades",c(-92.529103878004, 14.4769459695683)
"9219",2747,207.99172720717,"Inside","Escenario III: Comunidades",c(-92.429103877999, 18.8769461497051)
"9220",2748,68.0119421787186,"Outside","Escenario III: Comunidades",c(-92.429103877999, 18.7769461478925)
"9221",2749,68.0033350775445,"Outside","Escenario III: Comunidades",c(-92.4291038779972, 18.6769461459694)
"9222",2750,NA,"Outside","Escenario III: Comunidades",c(-92.4291038779981, 14.7769459878918)
"9223",2751,947.023885605946,"Outside","Escenario III: Comunidades",c(-92.4291038779974, 14.6769459818709)
"9224",2752,1165.9948434914,"Outside","Escenario III: Comunidades",c(-92.4291038779976, 14.5769459757638)
"9225",2753,583.016150216937,"Outside","Escenario III: Comunidades",c(-92.429103877999, 14.4769459695688)
"9226",2754,10.0367666008554,"Inside","Escenario III: Comunidades",c(-92.4291038779978, 14.3769459632826)
"9227",2755,85.999749607872,"Inside","Escenario III: Comunidades",c(-92.3291038779985, 18.8769461497059)
"9228",2756,87.9991017809476,"Outside","Escenario III: Comunidades",c(-92.3291038779988, 18.776946147892)
"9229",2757,3.00774457037315,"Outside","Escenario III: Comunidades",c(-92.3291038779994, 18.6769461459687)
"9230",2758,NA,"Outside","Escenario III: Comunidades",c(-92.3291038779998, 14.676945981871)
"9231",2759,426.028697201481,"Outside","Escenario III: Comunidades",c(-92.3291038780002, 14.5769459757642)
"9232",2760,1403.90978286263,"Outside","Escenario III: Comunidades",c(-92.3291038779989, 14.4769459695685)
"9233",2761,2.08391354666539,"Outside","Escenario III: Comunidades",c(-92.3291038779998, 14.3769459632827)
"9234",2762,18.0022678773679,"Outside","Escenario III: Comunidades",c(-92.2291038779979, 18.8769461497058)
"9235",2763,120.992388171164,"Outside","Escenario III: Comunidades",c(-92.2291038779989, 18.7769461478932)
"9236",2764,120.995424164919,"Outside","Escenario III: Comunidades",c(-92.229103877998, 18.6769461459672)
"9237",2765,2.01644270891802,"Outside","Escenario III: Comunidades",c(-92.2291038779974, 14.5769459757629)
"9238",2766,6.05397336392943,"Outside","Escenario III: Comunidades",c(-92.2291038779973, 14.4769459695684)
"9239",2767,5.99984812231951,"Outside","Escenario III: Comunidades",c(-92.2291038779972, 14.3769459632835)
"9240",2768,60.0013229690687,"Outside","Escenario III: Comunidades",c(-92.1291038780026, 18.8769461497061)
"9241",2769,113.996951480685,"Outside","Escenario III: Comunidades",c(-92.1291038780026, 18.7769461478938)
"9242",2770,3.01139780165656,"Outside","Escenario III: Comunidades",c(-92.1291038780031, 18.6769461459662)
"9243",2771,4.00007755079885,"Outside","Escenario III: Comunidades",c(-92.129103878003, 14.476945969572)
"9244",2772,NA,"Inside","Escenario III: Comunidades",c(-92.1291038780018, 14.3769459632826)
"9245",2773,59.9989703016753,"Outside","Escenario III: Comunidades",c(-92.0291038779993, 18.9769461513981)
"9246",2774,72.998696543697,"Outside","Escenario III: Comunidades",c(-92.0291038780003, 18.8769461497057)
"9247",2775,270.981739054341,"Outside","Escenario III: Comunidades",c(-92.0291038779996, 18.7769461478937)
"9248",2776,1.01667129047297,"Outside","Escenario III: Comunidades",c(-92.0291038779992, 18.6769461459665)
"9249",2777,1.00007755999036,"Outside","Escenario III: Comunidades",c(-92.0291038779995, 18.5769461439295)
"9250",2778,NA,"Outside","Escenario III: Comunidades",c(-92.0291038779999, 14.3769459632819)
"9251",2779,15.0029137077261,"Outside","Escenario III: Comunidades",c(-91.9291038779982, 18.9769461513998)
"9252",2780,36.000143440387,"Outside","Escenario III: Comunidades",c(-91.9291038779981, 18.8769461497047)
"9253",2781,350.977532019092,"Outside","Escenario III: Comunidades",c(-91.9291038779967, 18.7769461478929)
"9254",2782,350.986427651623,"Outside","Escenario III: Comunidades",c(-91.9291038779977, 18.6769461459679)
"9255",2783,NA,"Outside","Escenario III: Comunidades",c(-91.9291038779985, 18.5769461439291)
"9256",2784,113.991932546213,"Outside","Escenario III: Comunidades",c(-91.8291038780023, 18.8769461497043)
"9257",2785,146.005981903807,"Outside","Escenario III: Comunidades",c(-91.8291038780019, 18.7769461478916)
"9258",2786,146.007949903411,"Outside","Escenario III: Comunidades",c(-91.8291038780017, 18.6769461459698)
"9259",2787,NA,"Outside","Escenario III: Comunidades",c(-91.8291038780036, 18.5769461439295)
"9260",2788,NA,"Outside","Escenario III: Comunidades",c(-91.829103878004, 18.476946141778)
"9261",2789,NA,"Outside","Escenario III: Comunidades",c(-91.8291038780018, 18.3769461395114)
"9262",2790,38.0001364089251,"Outside","Escenario III: Comunidades",c(-91.7291038779961, 18.9769461513986)
"9263",2791,85.9981338997251,"Outside","Escenario III: Comunidades",c(-91.7291038779975, 18.8769461497052)
"9264",2792,13.0096454505146,"Outside","Escenario III: Comunidades",c(-91.7291038779996, 18.7769461478923)
"9265",2793,13.0051577400771,"Outside","Escenario III: Comunidades",c(-91.7291038780001, 18.6769461459694)
"9266",2794,NA,"Outside","Escenario III: Comunidades",c(-91.7291038779976, 18.5769461439295)
"9267",2795,NA,"Outside","Escenario III: Comunidades",c(-91.7291038779962, 18.4769461417772)
"9268",2796,1.00215974999387,"Inside","Escenario III: Comunidades",c(-91.6291038780008, 19.0769461529783)
"9269",2797,1.00143487547027,"Outside","Escenario III: Comunidades",c(-91.6291038780031, 18.9769461513992)
"9270",2798,100.99941818536,"Outside","Escenario III: Comunidades",c(-91.6291038780011, 18.876946149704)
"9271",2799,100.996587534505,"Outside","Escenario III: Comunidades",c(-91.6291038779995, 18.776946147894)
"9272",2800,NA,"Outside","Escenario III: Comunidades",c(-91.6291038779994, 18.676946145968)
"9273",2801,NA,"Outside","Escenario III: Comunidades",c(-91.6291038780003, 18.5769461439295)
"9274",2802,NA,"Outside","Escenario III: Comunidades",c(-91.6291038780021, 18.4769461417774)
"9275",2803,29.9991215088844,"Inside","Escenario III: Comunidades",c(-91.5291038779995, 19.0769461529796)
"9276",2804,97.9920555527595,"Outside","Escenario III: Comunidades",c(-91.5291038779982, 18.9769461513989)
"9277",2805,98.0001163399817,"Outside","Escenario III: Comunidades",c(-91.5291038779994, 18.8769461497036)
"9278",2806,NA,"Outside","Escenario III: Comunidades",c(-91.529103877999, 18.7769461478925)
"9279",2807,NA,"Outside","Escenario III: Comunidades",c(-91.5291038779978, 18.6769461459684)
"9280",2808,NA,"Outside","Escenario III: Comunidades",c(-91.5291038779981, 18.5769461439302)
"9281",2809,NA,"Outside","Escenario III: Comunidades",c(-91.5291038779973, 18.4769461417776)
"9282",2810,9.00115408827066,"Inside","Escenario III: Comunidades",c(-91.4291038780015, 19.1769461544417)
"9283",2811,9.00081438958055,"Inside","Escenario III: Comunidades",c(-91.4291038780002, 19.0769461529776)
"9284",2812,64.0013183576358,"Outside","Escenario III: Comunidades",c(-91.4291038779996, 18.9769461513992)
"9285",2813,NA,"Outside","Escenario III: Comunidades",c(-91.4291038779999, 18.8769461497047)
"9286",2814,NA,"Outside","Escenario III: Comunidades",c(-91.4291038780016, 18.7769461478926)
"9287",2815,NA,"Outside","Escenario III: Comunidades",c(-91.4291038780015, 18.6769461459672)
"9288",2816,NA,"Outside","Escenario III: Comunidades",c(-91.4291038780006, 18.5769461439307)
"9289",2817,NA,"Inside","Escenario III: Comunidades",c(-91.4291038780018, 18.4769461417775)
"9290",2818,13.0019988586277,"Inside","Escenario III: Comunidades",c(-91.3291038779988, 19.1769461544427)
"9291",2819,12.9998448800147,"Inside","Escenario III: Comunidades",c(-91.3291038779996, 19.0769461529762)
"9292",2820,1,"Outside","Escenario III: Comunidades",c(-91.329103878, 18.9769461514003)
"9293",2821,NA,"Outside","Escenario III: Comunidades",c(-91.3291038779998, 18.8769461497037)
"9294",2822,NA,"Outside","Escenario III: Comunidades",c(-91.3291038779986, 18.776946147894)
"9295",2823,NA,"Inside","Escenario III: Comunidades",c(-91.3291038780005, 18.6769461459675)
"9296",2824,NA,"Inside","Escenario III: Comunidades",c(-91.3291038780014, 18.5769461439305)
"9297",2825,15.0012796315906,"Inside","Escenario III: Comunidades",c(-91.2291038780043, 19.2769461557838)
"9298",2826,124.988887098184,"Inside","Escenario III: Comunidades",c(-91.2291038780025, 19.176946154441)
"9299",2827,124.995656637261,"Inside","Escenario III: Comunidades",c(-91.2291038780025, 19.0769461529786)
"9300",2828,NA,"Outside","Escenario III: Comunidades",c(-91.2291038780038, 18.9769461513993)
"9301",2829,NA,"Outside","Escenario III: Comunidades",c(-91.2291038780026, 18.7769461478932)
"9302",2830,NA,"Inside","Escenario III: Comunidades",c(-91.2291038780023, 18.6769461459698)
"9303",2831,NA,"Inside","Escenario III: Comunidades",c(-91.2291038780021, 18.5769461439288)
"9304",2832,9.00023267991224,"Inside","Escenario III: Comunidades",c(-91.1291038779985, 19.2769461557836)
"9305",2833,26.0027927416121,"Inside","Escenario III: Comunidades",c(-91.1291038779983, 19.1769461544394)
"9306",2834,26.003839218946,"Inside","Escenario III: Comunidades",c(-91.1291038779989, 19.0769461529807)
"9307",2835,NA,"Outside","Escenario III: Comunidades",c(-91.1291038779992, 18.9769461513986)
"9308",2836,8.99980610002126,"Outside","Escenario III: Comunidades",c(-91.0291038779996, 19.3769461570183)
"9309",2837,17.9996509799909,"Outside","Escenario III: Comunidades",c(-91.0291038780001, 19.2769461557837)
"9310",2838,18.0003101994854,"Outside","Escenario III: Comunidades",c(-91.0291038780007, 19.1769461544396)
"9311",2839,NA,"Inside","Escenario III: Comunidades",c(-91.0291038780008, 19.0769461529812)
"9312",2840,118.997911596861,"Outside","Escenario III: Comunidades",c(-90.9291038779994, 19.8769461613731)
"9313",2841,171.992740771884,"Outside","Escenario III: Comunidades",c(-90.9291038779982, 19.7769461607422)
"9314",2842,61.0062556788248,"Outside","Escenario III: Comunidades",c(-90.9291038779979, 19.6769461599898)
"9315",2843,41.0001847920346,"Outside","Escenario III: Comunidades",c(-90.9291038779982, 19.5769461591145)
"9316",2844,3.00257268892899,"Outside","Escenario III: Comunidades",c(-90.9291038779982, 19.4769461581259)
"9317",2845,3.00023267998046,"Outside","Escenario III: Comunidades",c(-90.9291038779997, 19.3769461570197)
"9318",2846,5.00050414022922,"Outside","Escenario III: Comunidades",c(-90.9291038780018, 19.2769461557846)
"9319",2847,5.00050414034561,"Outside","Escenario III: Comunidades",c(-90.9291038780027, 19.17694615444)
"9320",2848,57.99991073085,"Outside","Escenario III: Comunidades",c(-90.8291038779976, 19.9769461618791)
"9321",2849,310.976966454741,"Outside","Escenario III: Comunidades",c(-90.829103877999, 19.8769461613734)
"9322",2850,108.014987617386,"Outside","Escenario III: Comunidades",c(-90.8291038780013, 19.7769461607429)
"9323",2851,12.0078138457934,"Outside","Escenario III: Comunidades",c(-90.8291038780013, 19.6769461599889)
"9324",2852,28.9994183988968,"Outside","Escenario III: Comunidades",c(-90.8291038779999, 19.5769461591145)
"9325",2853,28.9989918107631,"Outside","Escenario III: Comunidades",c(-90.829103878, 19.4769461581258)
"9326",2854,NA,"Outside","Escenario III: Comunidades",c(-90.8291038779985, 19.3769461570198)
"9327",2855,NA,"Outside","Escenario III: Comunidades",c(-90.8291038779964, 19.2769461557846)
"9328",2856,NA,"Outside","Escenario III: Comunidades",c(-90.8291038779968, 19.1769461544411)
"9329",2857,35.0112077936046,"Inside","Escenario III: Comunidades",c(-90.7291038780026, 20.6769461620098)
"9330",2858,41.9992584659583,"Inside","Escenario III: Comunidades",c(-90.7291038780047, 20.5769461623623)
"9331",2859,11.0021818275146,"Inside","Escenario III: Comunidades",c(-90.7291038780027, 20.4769461625909)
"9332",2860,1.00077139702003,"Inside","Escenario III: Comunidades",c(-90.7291038780022, 20.3769461626976)
"9333",2861,2.00083026821883,"Inside","Escenario III: Comunidades",c(-90.729103878002, 20.2769461626838)
"9334",2862,2.00085316280276,"Outside","Escenario III: Comunidades",c(-90.7291038780019, 20.176946162537)
"9335",2863,31.9988105901719,"Outside","Escenario III: Comunidades",c(-90.7291038780026, 20.0769461622741)
